Identifiant,NomGroupePlat,NumPlat,Aliment,NomFamPlat,TextRecette,Viande,Poisson,Ig(bas:55 ou moins; moyen: 56-60 élevé: >ou=70),MacroN,Végé,sansGluten,cétogène,DurPrep,SaisDeb,SaisFin,NumIng1,QteIng1,UniteIng1,NumIng2,QteIng2,UniteIng2,NumIng3,QteIng3,UniteIng3,NumIng4,QteIng4,UniteIng4,NumIng5,QteIng5,UniteIng5,NumIng6,QteIng6,UniteIng6,NumIng7,QteIng7,UniteIng7,NumIng8,QteIng8,UniteIng8,NumIng9,QteIng9,UniteIng9,NumIng10,QteIng10,UniteIng10,NumIng11,QteIng11,UniteIng11,NumIng12,QteIng12,UniteIng12,NumIng13,QteIng13,UniteIng13,NumIng14,QteIng14,UniteIng14,NumIng15,QteIng15,UniteIng15,NumIng16,QteIng16,UniteIng16,NumIng17,QteIng17,UniteIng17,NumIng18,QteIng18,UniteIng18,NumIng19,QteIng19,UniteIng19,NumIng20,QteIng20,UniteIng20,Prix,Diff,Medi,Sanssel,Porc
458,Féculents,120,Féculents,Chorizo et boulgour façon risoto,"Peler et émincer finement l'oignon. Couper la carotte en petits cubes, de même avec le chorizo. Cuire pendant 25 min la carotte à la vapeur.
Reconstituer le cube de bouillon dans de l'eau bouillante.
Dans une grande casserole faire revenir le chorizo puis ajouter l'oignon et le faire revenir quelques minutes.
Ajouter ensuite le boulgour et paprika, poursuivre la cuisson une bonne minute en remuant sans arrêt.
Cuire ensuite façon risotto en ajoutant le bouillon louche par louche (ajouter la seconde louche dès que la première est absorbée et ainsi de suite).
En fin de cuisson ajouter la carotte, l'origan, du sel et poivre au goût.",oui,non,moyen,P-L-G,non,non,non,25,janvier,décembre,9690,60,g,20034,40,g,20009,80,g,30315,50,g,25947,5,g,11049,5,g,11035,5,g,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,oui
459,Féculents,121,Féculents,poivron farci et quinoa,"Couper le poivron en deux dans la longueur et enlever les graines. Couper finement l'oignon.
Faire une farce avec le boeuf haché, l'oignon, du sel, du poivre.
Dans une moitié, mettre de la sauce tomate,la farce, ajouter un filet d'huile d'olive et saupoudrer d'herbes de provence pour enfourner le poivron pendant 15 min à 180°c.
Pendant ce temps, faire cuire le quinoa suivant les indications de l'emballage.",oui,non,moyen,P-G,non,non,non,15,juin,août,9340,60,g,20087,100,g,20034,30,g,6260,70,g,17270,10,ml,20260,30,ml,11060,5,g,11017,1,g,11015,1,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
460,Féculents,122,Féculents,"Quinoa, épinards et poulet","Cuire le quinoa dans de l’eau salée jusqu’à ce qu’il soit al dente, selon les instructions sur l’emballage.
Pendant ce temps, couper en morceau le blanc de poulet, faites chauffer 1 cuillère à soupe d’huile d’olive dans une grande poêle. Ajouter les morceaux de blanc de poulet et faire revenir environ 5 minutes jusqu’à ce qu’ils soient dorés.
Ajouter l’ail haché et cuire environ 30 secondes de plus. Déglacez ensuite avec un peu de bouillon de légumes. Réduire le feu et cuire environ 1 à 2 minutes de plus. 
Dans la même poêle, ajouter l’oignon émincé et cuire jusqu’à ce qu’il soit translucide. Ajouter les épinards et les champignons de Paris. Rectifier l’assaisonnement avec du sel et du poivre.
Une fois le quinoa prêt,égoutter le. Poussez les épinards et champignons sur le côté dans la poêle et ajoutez les champignons, puis mettez le quinoa cuit dans la poêle et mélangez. Ajouter le parmesan, les flocons de piment rouge et l’assaisonnement italien et remuer rapidement.",oui,non,moyen,P-G,non,non,non,20,avril,novembre,9340,60,g,36041,60,g,20059,100,g,20102,40,g,20034,30,g,11000,5,g,17270,10,ml,25947,5,g,11088,5,g,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
461,Féculents,123,Féculents,riz au thon,"Dans une casserole, faite bouillir de l'eau salée puis faire cuire le riz complet suvant les indications.
Pendant ce temps, égouter le thon et emietter le.
Une fois les pâtes cuites, égoutter-les et mélanger les avec le thon et la sauce tomate.",non,oui,moyen,P-G,non,non,non,25,janvier,décembre,9102,60,g,26039,110,g,20260,30,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
462,Féculents,124,Féculents,riz au thon et pignons de pin,"Dans une casserole, faite bouillir de l'eau salée puis faire cuire le riz complet suvant les indications.
Pendant ce temps, égouter le thon et emietter le. Faire dorer les pignons de pin dans une poêle chaude 
Une fois les pâtes cuites, égoutter-les et mélanger les avec le thon et les tomates pelées coupées en dés ainsi que les pignons de pin grillés.",non,oui,moyen,P-L-G,non,non,non,25,janvier,décembre,9102,60,g,26039,100,g,20048,30,g,15025,20,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
463,Féculents,125,Féculents,Chili con carne,"Dans une casserole, faite bouillir de l'eau salée puis faire cuire le riz complet suvant les indications.
Eplucher et couper l'oignon et écraser la gousse d'ail.
Pendant ce temps, dans une grande poêle, faite chauffer de l'huile puis y mettre le boeuf haché et l'oignon coupé. Attendre que le viande soit colorée et ajouter les tomates pelées avec le jus de la boite ainsi que les haicots rouges, 1/2 bouillon de boeuf préalablement dilué dans 1 verre d'eau.
Ajouter sel, poivre, cumin et l'ail écrasé, goûter et réajuster l'assaisonement si necessaire.
Servir avec le riz égouter.",oui,non,moyen,P-L-G,non,non,non,25,janvier,décembre,9102,60,g,20034,40,g,11000,5,g,11088,5,g,6260,80,g,17440,15,ml,20048,30,g,20524,60,g,11001,2,g,11042,10,g,11017,1,g,11015,1,g,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
464,Féculents,126,Féculents,"riz, aubergine rotie et sauce au yaourt","Dans une casserole, faite bouillir de l'eau salée puis faire cuire le riz complet suvant les indications.
Pendant ce temps, couper en rondelles l'aubergine et la cuire 10min à la vapeur badigeonner. Les disposer ensuite dans une poêle, badigeonner les d'huile, saler et poivrer puis les faire lègerment griller. Pendant ce temps, Preparer la sauce au yaourt en mélangeant 2 grosses cuillères à soupe de yaourt à la grec, du sel, du poivre, du curry et du persil (frais ou non).
Server en mettant le riz au fond d'une assiète creuse, l'aubergine par dessus et de la sauce au yaourt.",non,non,moyen,P-G,non,non,non,25,juin,septembre,9102,60,g,20053,50,g,17270,10,ml,19544,50,g,11014,10,g,11005,5,g,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
465,Féculents,127,Féculents,riz façon Cantonnais,"Dans une casserole, faire bouillir de l'eau salée puis faire cuire le riz complet suvant les indications.
Pendant ce temps, casser un oeuf dans une poêle légèrement huilée et faite le cuire en remuant sans cèse pour obtenir un oeuf brouillé puis, égouter les petits pois.
Une fois le riz cuits, mélanger le avec les dés de jambon, les petits pois, l'oeuf brouillé et une cuillère à café de sauce soja salée.",oui,non,moyen,P-G,non,non,non,25,janvier,décembre,9102,60,g,20036,40,g,28963,20,g,22000,1,oeuf,17440,10,ml,11104,10,ml,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
466,Féculents,128,Féculents,riz pilaf méditerannéen,"Dans une casserole, faite doré le riz et l'oignon émincé dans de l'huile d'olive. Puis, ajouter le curcuma et une gousse d'ail écrasée, bien mélanger et ajouter 20cl d'eau salée pour faire cuire le riz. Si necessaire, ajouter de l'eau en cours de cuisson.
Une fois le riz cuit, aigrener le, ajouter les épices, les herbes fraiches et les pignons de pin et server.",non,non,moyen,L-G,non,non,non,25,janvier,décembre,9100,60,g,20034,40,g,11000,5,g,11014,5,g,11094,10,g,15025,15,g,17270,15,ml,11042,5,g,11089,10,g,11017,1,g,11015,1,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
467,Féculents,129,Féculents,riz sauce champignons,"Faire cuire le riz complèt suvant les instructions sur l'emballage.
Pendant ce temps, laver et couper en demi lamelles les champignons de Paris, écraser la gousse d'ail et emincer finement l'oignon.
Dans une poêle, sauter avec un peu d'huile les lamelles de champignons et l'oignon. Une fois les champignons bien reduits, ajouter la crème fraiche, ajouter sel, poivre, ail et persil.
Dresser le riz et la sauce au champignons par dessus.",non,non,moyen,P-L-G,non,non,non,25,janvier,décembre,9102,60,g,20079,80,g,11014,10,g,20034,40,g,11000,5,g,17270,15,ml,19402,30,ml,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
468,Féculents,130,Féculents,Nouilles sautées aux légumes et dinde,"Couper en lamelles l'escalope de dinde. Faites revenir l'escalope dans une poêle avec de l'huile chaude jusqu'à ce qu'elle soit dorée. Baisser le feu, rajouter la julienne de légumes et couvrir . 
Pendant ce temps faire cuire les nouilles asiatiques suvant les instructions du paquet dans de l'eau non salée. 
Une fois cuites, égoutter les et ajouter les dans la poêle , mélanger bien et ajouter deux cuillère à soupe de sauche soja salé, de l'ail et du gingembre en poudre. server et deguster chaud ou froid.",oui,non,moyen,P-G,non,non,non,15,janvier,décembre,9863,60,g,20265,200,g,36041,30,g,17270,10,ml,11104,10,ml,11023,5,g,11006,5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
469,Féculents,131,Féculents,"Blé, poivron et poulet curry","Dans une casserole d'eau bouillante salée, faire cuire les grains de blé. Couper en lamelles le poivrons et en dés le blanc de poulet
Dans une poêle, mettre de l'huile, faire sauter le poivron, ajouter le poulet et assaisonner de poivre, sel et curry en poudre.
Egoutter le blé et servrir.",oui,non,moyen,P-G,non,non,non,25,juin,septembre,9080,60,g,20087,110,g,36041,30,g,17270,15,ml,11005,5,g,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
470,Féculents,132,Féculents,lasagnes aux lentilles lentlles,"Pelez et coupez toud les légumes en petits morceaux.
Faites-les cuire avec les lentilles vertes dans une casserole d'eau bouillante pendant 10 minutes.
Egouttez en fin de cuisson.
Faites chauffer un filet d'huile d'olive dans une poêle.
Poursuivez la cuisson des légumes pendant 10 minutes.
Pelez et hachez l'ail. Ajoutez-le à la préparation avec le coulis de tomate et du thym séché. Salez et poivrez et mélangez.
Retirez du feu et réservez.
Faites chauffer le lait végétal dans une casserole.
Ajoutez la farine en pluie, mélangez et laissez épaissir. Salez et poivrez et ajoutez du thym séché. Retirez du feu et réservez.
Préchauffez le four à 180°C.
Déposez une couche de feuilles à lasagnes dans le fond d'un plat à gratin.
Recouvrez avec une couche de préparation aux lentilles, une couche de béchamel puis une nouvelle couche de feuilles à lasagnes.
Répétez l'opération jusqu'à épuisement des ingrédients en terminant par une couche de béchamel
Parsemez de fromage râpé.
Enfournez pendant 30 à 40 minutes jusqu'à ce que les lasagnes soient bien dorées.
égustez bien chaud.",non,non,moyen,P-L-G,oui,non,non,15,janvier,décembre,9810,60,g,20510,30,g,12120,20,g,20020,20,g,20034,20,g,11000,5,g,17270,15,ml,12115,30,g,11038,5,g,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
471,Féculents,133,Féculents,riz et  lentilles,"Cuire le riz selon les indications du paquet. Egoutter et rechauffer les lentilles. Melanger le riz et les lentilles avec le colis de tomates, assaisonner selon vos goûts.",non,non,moyen,P-G,oui,non,non,15,janvier,décembre,9102,60,g,20510,40,g,20260,30,g,11014,5,g,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
472,Légumes-saison,1,brocoli vététarien,"oeufs au plat, brocoli, tomates et  basilic","Cuire à la vapeur le brocolis pendant 15 min.Dans une grande casserole, faites revenir les oignons et l'ail dans l'huile, remettez les filets et ajoutez les tomates. Couvrez et laissez mijoter 30min (ajoutez un peu d'eau si nécessaire en milieu de cuisson), ajoutez le basilic et les olives en fin de cuisson.Dans une poêle chaude huilée, faite cuire 2 oeufs au plats, saler et poivrer.",non,non,bas,P-L,oui,non,non,60,janvier,décembre,20304,200,g,22000,2,oeuf,17270,10,ml,20276,200,g,13186,40,g,13186,30,g,20034,20,g,11033,10,g,11023,5,g,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
473,Légumes-saison,3,brocoli vététarien,"Super poêlée Provençale, Brocoli","Faire bouillir le riz dans de l'eau salée en suivant les récommandations. cuire à la vapeur le brocoli pendant 15 min. Faire revenir l'oignon coupé en rondelles et l'ail dans de l'huile d'olive dans une poêle. Couper les légumes en rondelles ou en dés suivant la forme des légumes. Ajouter les avec les champignons, les olives, les tomates le persil (broyé) et les herbes dans la poêle. Ajouter le jus de citron. Laisser cuire 5 minutes à feu fort. Mouiller avec le bouillon dilué dans un verre d'eau. Laisser fondre à feu moyen pendant 15 minutes, jusqu'à ce que les légumes soient bien moelleux . Ajouter ensuite les lentilles appértisées égoutées, mélanger bien. Saler, poivrer. Servir avec le riz.",non,non,moyen,L-G,oui,non,non,25,janvier,décembre,20304,150,g,20039,100,g,20276,100,g,9109,60,g,20510,50,g,13186,30,g,17270,20,ml,13067,40,g,11014,10,g,20034,30,g,11023,5,g,20228,50,g,25947,10,g,11060,100,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
474,Légumes-saison,6,brocoli vététarien,Omelette aux brocoli,"Cuire au préalable à la vapeur le brocoli découpé en petits morceaux pendant 15min. Dans un bol, battez les œufs avec le lait. Ajoutez le sel et le poivre et l'emmental rapé, et mélangez bien. Faites chauffer l'huile d'olive dans une poêle à feu moyen. Ajoutez l'oignon et faites-le revenir pendant 2-3 minutes jusqu'à ce qu'il soit translucide. Ajoutez l'ail et faites cuire encore 1 minute. Versez le brocoli, les graines et la garniture dans la poêle et laissez cuire le mélange 2-3 minutes.",non,non,bas,P-L,oui,non,non,15,janvier,décembre,20304,100,g,22000,2,oeuf,12115,30,g,19060,30,ml,12060,10,g,15011,10,g,17270,15,ml,20034,30,g,11023,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
475,Légumes-saison,7,brocoli vététarien,"Pennes de lentilles, brocoli,épinards","Faites cuire le brocoli à la vapeur pendant 15min et faites cuire les pâtes à base de lentilles dans l'eau bouillante salée en suvant les instructions de l'emballage .Cuire les épinards dans une casserole pendant 5min à feu moyen. Égouttez-les. Puis dans une poêle cuire les lardons et y ajoutez les pâtes ,les épinards et le brocolis coupés en petits morceaux. Mélangez vivement en ajoutant la crême. Ajoutez les condiments et épices de votre choix.",non,non,moyen,P-L-G,oui,non,non,40,avril,octobre,20304,100,g,20059,150,g,9876,60,g,19430,50,ml,11060,2,pincée,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
476,Légumes-saison,8,brocoli vététarien,Galettes brocoli et pois chiches,"Dans un robot hachoir, mixez le brocolis précuit (15 min à la vapeur ou à l'eau), les pois chiches égouttés, le persil émincé et le zeste de citron.
Ajoutez la farine, le fromage .Salez, poivrez et mixez un coup
Ajoutez enfin les oeufs, mixez et réservez la pâte au frigo 15 minutes, si la pâte vous samble trop colante, ajouter de la farine.
Formez des boulettes que vous aplatissez, et faites les cuire dans une poêle avec un peu d'huile d'olive.",non,non,bas,P-L,oui,non,non,40,janvier,décembre,20304,60,g,20532,50,g,11000,5,g,22000,2,g,9436,10,g,13125,10,g,12120,10,g,11014,10,g,17440,15,ml,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
477,Légumes-saison,9,brocoli vététarien,Tofu à la libanaise,"Cuire au préalable à la vapeur le brocoli pendant 15 min. Mélanger les ingrédients de la marinade : le tofu coupé en dés avec 2 cuillères à soupe d'huile, 1  cuillère à soupe de jus de citron, 0,5 cuillère à café de cumin, 0,5 de cannelle, 0,5 mélange 4 épices, 0,5 de poivre de cayenne), piler 1 gousse d'ail, saler; mélanger. Filmer et entreposer 12 heures au réfrigérateur. Couper un citron en tranche, presser le jus de l'autre citron. Mettre le tofu dans un plat à gratin, avec le brocoli coupés en petits morceaux, les citrons coupés en tranches et le jus de citron. Mélanger l’ensemble. Enfourner à 180 °C pendant 45 minutes. Emincer l'oignon rouge, effeuiller et hacher le persil. Pendant ce temps cuire le riz dans l'eau bouillante. A la sortie du four, agrémentez le tofu d’oignon rouge émincé et de persil haché.",non,non,moyen,P-L-G,oui,non,non,60,janvier,décembre,20304,150,g,20904,120,g,9120,60,g,17270,10,ml,11014,10,g,11023,5,g,20238,30,ml,2007,2,citron,11042,1,g,11025,0.5,g,11081,0.5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
478,Légumes-saison,11,brocoli vététarien,Brocoli et lentilles,"Cuire le brocoli à la vapeur pendant 15min. Le gruyère peut être remplacé par du fromage de chèvre ou autre. Faites revenir l'ail et les oignons, puis les lentilles. Une fois cuits, y ajouter le brocoli et la crème. Moudre en petits morceaux les graines de courge, ou entières, comme vous préférez, puis les ajouter au mélange",non,non,bas,P-L,oui,non,non,25,janvier,décembre,20304,300,g,20510,60,g,15028,10,g,17270,10,ml,19430,50,ml,12060,10,g,20238,10,g,11023,5,g,11024,2,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
479,Légumes-saison,12,brocoli vététarien,Brocoli & carottes en épices et oeufs durs,"Couper les carottes en rondelles et le brocoli en morceaux. cuire à la vapeur les carottes(25min) et brocoli(15min). Faire revenir les oignons dans de l'huile d'olive, y verser le brocoli et carottes, les faire revenir 5min à feu moyen.  Ajouter les autres ingrédients et laisser encore 2min à faible cuisson.Pendant cetemps, faire cuire deux oeuf dans de l'eau boullante pendant 9min. Sorter les et plonger les dans de l'eau froide puis enlever la coquille.",non,non,moyen,L-G,oui,non,non,35,janvier,décembre,20304,300,g,22000,2,oeuf,20009,150,g,13186,45,g,17270,10,ml,20034,30,g,11052,5,g,11026,15,g,11042,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
